unnamed,timestamp,open,high,low,close,volume
0,1288618200000,4.388000011444092,4.550000190734863,4.26200008392334,4.2820000648498535,2279000
1,1288704600000,4.335999965667725,4.375999927520752,4.210000038146973,4.25,1612500
2,1288791000000,4.25600004196167,4.5,4.23199987411499,4.354000091552734,1863000
3,1288877400000,4.519999980926514,5.065999984741211,4.429999828338623,4.980000019073486,9370000
4,1288963800000,4.973999977111816,4.99399995803833,4.74399995803833,4.888000011444092,5055000
5,1289226600000,4.900000095367432,5.0,4.806000232696533,4.995999813079834,2547500
6,1289313000000,5.0,5.138000011444092,4.809999942779541,4.926000118255615,4782000
7,1289399400000,4.895999908447266,5.99399995803833,4.809999942779541,5.872000217437744,15302500
8,1289485800000,5.71999979019165,5.820000171661377,5.466000080108643,5.607999801635742,9726500
9,1289572200000,5.650000095367432,6.099999904632568,5.613999843597412,5.9679999351501465,13645500
10,1289831400000,6.044000148773193,6.5879998207092285,6.044000148773193,6.159999847412109,13114500
11,1289917800000,6.199999809265137,6.28000020980835,5.684000015258789,5.934000015258789,6738000
12,1290004200000,6.039999961853027,6.150000095367432,5.7220001220703125,5.8979997634887695,3750000
13,1290090600000,6.133999824523926,6.1479997634887695,5.783999919891357,5.978000164031982,4780500
14,1290177000000,6.0320000648498535,6.27400016784668,5.940000057220459,6.197999954223633,5752500
15,1290436200000,6.314000129699707,6.690000057220459,6.300000190734863,6.679999828338623,7648500
16,1290522600000,6.6579999923706055,7.136000156402588,6.438000202178955,6.914000034332275,7889000
17,1290609000000,7.053999900817871,7.193999767303467,6.866000175476074,7.093999862670898,7125000
18,1290781800000,7.119999885559082,7.199999809265137,6.949999809265137,7.064000129699707,1753000
19,1291041000000,7.081999778747559,7.190000057220459,6.665999889373779,6.866000175476074,5728000
20,1291127400000,6.748000144958496,7.065999984741211,6.682000160217285,7.065999984741211,11113000
21,1291213800000,7.173999786376953,7.283999919891357,6.690000057220459,6.869999885559082,6496000
22,1291300200000,6.802000045776367,6.860000133514404,6.239999771118164,6.46999979019165,10035000
23,1291386600000,6.4019999504089355,6.449999809265137,6.173999786376953,6.297999858856201,5800500
24,1291645800000,6.269999980926514,6.289999961853027,5.9120001792907715,6.061999797821045,6372000
25,1291732200000,6.0980000495910645,6.480000019073486,6.010000228881836,6.311999797821045,6556500
26,1291818600000,6.495999813079834,6.498000144958496,6.303999900817871,6.473999977111816,3300000
27,1291905000000,6.501999855041504,6.544000148773193,6.329999923706055,6.409999847412109,2030000
28,1291991400000,6.409999847412109,6.584000110626221,6.22599983215332,6.303999900817871,2147000
29,1292250600000,6.328000068664551,6.354000091552734,6.079999923706055,6.110000133514404,2052000
30,1292337000000,6.058000087738037,6.078000068664551,5.552000045776367,5.705999851226807,8828500
31,1292423400000,5.734000205993652,5.99399995803833,5.705999851226807,5.920000076293945,3714500
32,1292509800000,6.0,6.182000160217285,5.929999828338623,6.1620001792907715,3950500
33,1292596200000,6.26800012588501,6.308000087738037,6.142000198364258,6.271999835968018,4065000
34,1292855400000,6.328000068664551,6.438000202178955,6.251999855041504,6.340000152587891,2617000
35,1292941800000,6.360000133514404,6.538000106811523,6.3420000076293945,6.452000141143799,3888500
36,1293028200000,6.449999809265137,6.572000026702881,6.340000152587891,6.526000022888184,4166500
37,1293114600000,6.251999855041504,6.495999813079834,5.984000205993652,6.01800012588501,7763000
38,1293460200000,5.604000091552734,5.716000080108643,5.01200008392334,5.110000133514404,46509500
39,1293546600000,5.170000076293945,5.349999904632568,5.0,5.2820000648498535,20281500
40,1293633000000,5.406000137329102,5.6020002365112305,5.300000190734863,5.546000003814697,16596000
41,1293719400000,5.539999961853027,5.579999923706055,5.276000022888184,5.300000190734863,10205500
42,1293805800000,5.314000129699707,5.449999809265137,5.300000190734863,5.326000213623047,7089500
43,1294065000000,5.368000030517578,5.400000095367432,5.179999828338623,5.323999881744385,6415000
44,1294151400000,5.331999778747559,5.389999866485596,5.203999996185303,5.334000110626221,5937000
